VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
274, 16009,  4.69006, -44.98859, -1.10613,  0.22047,  0.44094, -0.87402,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
275, 16006,  4.05845, -44.43948, -0.80708,  0.40945,  0.80315, -0.4252,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
276, 16010,  4.68026, -44.60353, -0.6639,  0.1811,  0.92126, -0.35433,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
277, 16006,  4.05845, -44.43948, -0.80708,  0.40945,  0.80315, -0.4252,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
278, 16009,  4.69006, -44.98859, -1.10613,  0.22047,  0.44094, -0.87402,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
279, 16009,  4.69006, -44.98859, -1.10613,  0.22047,  0.44094, -0.87402,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
280, 16011,  5.36475, -45.07145, -1.08109,  0.00787,  0.35433, -0.93701,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.94517,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
281, 16010,  4.68026, -44.60353, -0.6639,  0.1811,  0.92126, -0.35433,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
282, 16012,  5.27775, -44.61657, -0.5877, -0.05512,  0.93701, -0.33858,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.94563,  0.1049,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
283, 16010,  4.68026, -44.60353, -0.6639,  0.1811,  0.92126, -0.35433,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
284, 16011,  5.36475, -45.07145, -1.08109,  0.00787,  0.35433, -0.93701,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.94517,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
285, 16012,  5.27775, -44.61657, -0.5877, -0.05512,  0.93701, -0.33858,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.94563,  0.1049,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
286, 16011,  5.36475, -45.07145, -1.08109,  0.00787,  0.35433, -0.93701,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.94517,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
287, 16013,  5.89391, -44.51486, -0.54022, -0.16535,  0.85039, -0.50394,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.9361,  0.10451,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
288, 16014,  6.0489, -45.07913, -1.09952, -0.10236,  0.33858, -0.93701,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.93616,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
289, 16013,  5.89391, -44.51486, -0.54022, -0.16535,  0.85039, -0.50394,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.9361,  0.10451,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
290, 16011,  5.36475, -45.07145, -1.08109,  0.00787,  0.35433, -0.93701,  1.00,  0.00787,  0.81102, -0.58268,  1.00,  0.94517,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
291, 16014,  6.0489, -45.07913, -1.09952, -0.10236,  0.33858, -0.93701,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.93616,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
292, 16015,  6.62686, -44.93735, -1.16306, -0.22047,  0.3937, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.93131,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
293, 16013,  5.89391, -44.51486, -0.54022, -0.16535,  0.85039, -0.50394,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.9361,  0.10451,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
294, 16016,  6.40589, -44.38718, -0.52936, -0.29921,  0.81102, -0.49606,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.9318,  0.10511,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
295, 16013,  5.89391, -44.51486, -0.54022, -0.16535,  0.85039, -0.50394,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.9361,  0.10451,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
296, 16015,  6.62686, -44.93735, -1.16306, -0.22047,  0.3937, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.93131,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
297, 16016,  6.40589, -44.38718, -0.52936, -0.29921,  0.81102, -0.49606,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.9318,  0.10511,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
298, 16015,  6.62686, -44.93735, -1.16306, -0.22047,  0.3937, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.93131,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
299, 16017,  6.89221, -44.16497, -0.53295, -0.3937,  0.73228, -0.55906,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.92748,  0.10551,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
300, 16018,  7.17998, -44.72152, -1.25506, -0.32283,  0.31496, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.92648,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
301, 16017,  6.89221, -44.16497, -0.53295, -0.3937,  0.73228, -0.55906,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.92748,  0.10551,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
302, 16015,  6.62686, -44.93735, -1.16306, -0.22047,  0.3937, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.93131,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
303, 16017,  6.89221, -44.16497, -0.53295, -0.3937,  0.73228, -0.55906,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.92748,  0.10551,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
304, 16018,  7.17998, -44.72152, -1.25506, -0.32283,  0.31496, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.92648,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
305, 16019,  7.19866, -43.98952, -0.53568, -0.45669,  0.68504, -0.56693,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.90601,  0.10589,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
306, 16020,  7.61515, -44.47335, -1.36404, -0.38583,  0.25197, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.90614,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
307, 16019,  7.19866, -43.98952, -0.53568, -0.45669,  0.68504, -0.56693,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.90601,  0.10589,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
308, 16018,  7.17998, -44.72152, -1.25506, -0.32283,  0.31496, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.92648,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
309, 16019,  7.19866, -43.98952, -0.53568, -0.45669,  0.68504, -0.56693,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.90601,  0.10589,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
310, 16020,  7.61515, -44.47335, -1.36404, -0.38583,  0.25197, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.90614,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
311, 16021,  7.48994, -43.78819, -0.54022, -0.62992,  0.48819, -0.6063,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.8986,  0.10618,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
312, 16022,  8.02992, -44.19786, -1.48522, -0.09449,  0.54331, -0.83465,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.89784,  0.12051,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
313, 16021,  7.48994, -43.78819, -0.54022, -0.62992,  0.48819, -0.6063,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.8986,  0.10618,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
314, 16020,  7.61515, -44.47335, -1.36404, -0.38583,  0.25197, -0.88976,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.90614,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
315, 16022,  8.02992, -44.19786, -1.48522, -0.09449,  0.54331, -0.83465,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.89784,  0.12051,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
316, 16023,  8.62048, -43.5419, -0.84686,  0.00787,  0.25984, -0.9685,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.88122,  0.10394,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
317, 16021,  7.48994, -43.78819, -0.54022, -0.62992,  0.48819, -0.6063,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.8986,  0.10618,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
318, 16022,  8.02992, -44.19786, -1.48522, -0.09449,  0.54331, -0.83465,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.89784,  0.12051,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
319, 16024,  9.1132, -43.97548, -0.83658,  0.29134,  0.37795, -0.88189,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.88175,  0.12119,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
320, 16023,  8.62048, -43.5419, -0.84686,  0.00787,  0.25984, -0.9685,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.88122,  0.10394,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
321, 16025,  8.4447, -44.51254, -1.57016,  0.11024,  0.14173, -0.98425,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.89684,  0.12935,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
322, 16024,  9.1132, -43.97548, -0.83658,  0.29134,  0.37795, -0.88189,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.88175,  0.12119,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
323, 16022,  8.02992, -44.19786, -1.48522, -0.09449,  0.54331, -0.83465,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.89784,  0.12051,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
324, 16024,  9.1132, -43.97548, -0.83658,  0.29134,  0.37795, -0.88189,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.88175,  0.12119,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
325, 16025,  8.4447, -44.51254, -1.57016,  0.11024,  0.14173, -0.98425,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.89684,  0.12935,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
326, 16026,  9.67195, -44.37285, -0.82276,  0.3622, -0.00787, -0.93701,  1.00,  0.00787,  0.81102, -0.58268, -1.00,  0.88122,  0.13701,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
327, 16027, -3.68003, -44.60515, -1.33931, -0.16535,  0.11024, -0.98425,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96282,  0.1206,  0.92752,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
328, 16028, -1.58798, -42.21622, -1.55351, -0.64567,  0.31496, -0.70079,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.98703,  0.12132,  0.92892,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 3, 5, 4, 0, 0, 0, 0,  0.66667,  0.1451,  0.11373,  0.07451,  0.00,  0.00,  0.00,  0.00
329, 16029, -3.55588, -44.34351, -1.12761, -0.58268,  0.66929, -0.47244,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
330, 16030, -3.46218, -44.14606, -0.96784, -0.58268,  0.7874, -0.19685,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96475,  0.10575,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
331, 16029, -3.55588, -44.34351, -1.12761, -0.58268,  0.66929, -0.47244,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
332, 16031, -1.58798, -42.21622, -1.55351, -0.64567,  0.31496, -0.70079,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.98703,  0.10438,  0.92892,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 3, 5, 4, 0, 0, 0, 0,  0.66667,  0.1451,  0.11373,  0.07451,  0.00,  0.00,  0.00,  0.00
333, 16030, -3.46218, -44.14606, -0.96784, -0.58268,  0.7874, -0.19685,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96475,  0.10575,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
334, 16032, -4.05845, -44.43948, -0.80708, -0.40945,  0.80315, -0.4252,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
335, 16029, -3.55588, -44.34351, -1.12761, -0.58268,  0.66929, -0.47244,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
336, 16033, -3.68003, -44.60515, -1.33931, -0.16535,  0.11024, -0.98425,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96282,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
337, 16029, -3.55588, -44.34351, -1.12761, -0.58268,  0.66929, -0.47244,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
338, 16034, -4.17472, -44.81747, -1.2074, -0.26772,  0.22047, -0.93701,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95785,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
339, 16034, -4.17472, -44.81747, -1.2074, -0.26772,  0.22047, -0.93701,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95785,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
340, 16029, -3.55588, -44.34351, -1.12761, -0.58268,  0.66929, -0.47244,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
341, 16032, -4.05845, -44.43948, -0.80708, -0.40945,  0.80315, -0.4252,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
342, 16034, -4.17472, -44.81747, -1.2074, -0.26772,  0.22047, -0.93701,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95785,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
343, 16032, -4.05845, -44.43948, -0.80708, -0.40945,  0.80315, -0.4252,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
344, 16035, -4.69006, -44.98859, -1.10613, -0.22047,  0.44094, -0.87402,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
345, 16035, -4.69006, -44.98859, -1.10613, -0.22047,  0.44094, -0.87402,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
346, 16032, -4.05845, -44.43948, -0.80708, -0.40945,  0.80315, -0.4252,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
347, 16036, -4.68026, -44.60353, -0.6639, -0.1811,  0.92126, -0.35433,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
348, 16036, -4.68026, -44.60353, -0.6639, -0.1811,  0.92126, -0.35433,  1.00, -0.00787,  0.81102, -0.58268, -1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
